fight_id,fight_date,a_fighter_name,b_fighter_name,a_odds,b_odds,chosen_side,chosen_prob,chosen_odds,edge,bet_placed
5d64044b985004e7,2021-12-04,Clay Guida,Leonardo Santos,1.454545,2.8,b,0.875,2.8,0.5179,1
5d64044b985004e7,2021-12-04,Leonardo Santos,Clay Guida,1.454545,2.8,a,0.8235,1.4545,0.136,1
657b7da9c89352fe,2021-12-04,Alex Morono,Mickey Gall,3.0,1.4,a,0.6923,3.0,0.359,1
657b7da9c89352fe,2021-12-04,Mickey Gall,Alex Morono,3.0,1.4,b,0.7037,1.4,-0.0106,0
723a8a8c82cab1c8,2021-12-04,Maki Pitolo,Dusko Todorovic,1.555556,2.55,b,0.3333,2.55,-0.0588,0
723a8a8c82cab1c8,2021-12-04,Dusko Todorovic,Maki Pitolo,1.555556,2.55,a,0.4286,1.5556,-0.2143,0
9e5bbbacf1d92cb4,2021-12-04,Brendan Allen,Chris Curtis,1.273973,3.8,b,1.0,3.8,0.7368,1
9e5bbbacf1d92cb4,2021-12-04,Chris Curtis,Brendan Allen,1.273973,3.8,a,1.0,1.274,0.2151,1
a38648a1c190f9be,2021-12-04,Brad Riddell,Rafael Fiziev,2.05,1.8,a,1.0,2.05,0.5122,1
a38648a1c190f9be,2021-12-04,Rafael Fiziev,Brad Riddell,2.05,1.8,b,0.8889,1.8,0.3333,1
b3847772199e2639,2021-12-04,Jimmy Crute,Jamahal Hill,2.65,1.512821,a,0.6667,2.65,0.2893,1
b3847772199e2639,2021-12-04,Jamahal Hill,Jimmy Crute,2.65,1.512821,a,0.7143,2.65,0.3369,1
c74b03337a8441ed,2021-12-04,Claudio Puelles,Chris Gruetzemacher,1.8,2.05,a,0.75,1.8,0.1944,1
c74b03337a8441ed,2021-12-04,Chris Gruetzemacher,Claudio Puelles,1.8,2.05,b,0.7778,2.05,0.29,1
0b633295d9e017a3,2021-12-11,Amanda Nunes,Julianna Pena,8.0,1.088889,a,0.9333,8.0,0.8083,1
0b633295d9e017a3,2021-12-11,Julianna Pena,Amanda Nunes,8.0,1.088889,b,0.9032,1.0889,-0.0151,0
16243b1470887cb6,2021-12-11,Andre Muniz,Eryk Anders,1.5,2.7,a,1.0,1.5,0.3333,1
16243b1470887cb6,2021-12-11,Eryk Anders,Andre Muniz,1.5,2.7,b,1.0,2.7,0.6296,1
2d0d13dfc6c37ba8,2021-12-11,Geoff Neal,Santiago Ponzinibbio,1.769231,2.1,b,0.7692,2.1,0.293,1
2d0d13dfc6c37ba8,2021-12-11,Santiago Ponzinibbio,Geoff Neal,1.769231,2.1,a,0.7407,1.7692,0.1755,1
505397f405e40206,2021-12-11,Gillian Robertson,Priscila Cachoeira,1.285714,3.7,a,0.6,1.2857,-0.1778,0
505397f405e40206,2021-12-11,Priscila Cachoeira,Gillian Robertson,1.285714,3.7,b,0.619,3.7,0.3488,1
50f2539c73b98eec,2021-12-11,Augusto Sakai,Tai Tuivasa,2.05,1.8,a,0.6667,2.05,0.1789,1
50f2539c73b98eec,2021-12-11,Tai Tuivasa,Augusto Sakai,2.05,1.8,a,0.6842,2.05,0.1964,1
537a5aa4c248830e,2021-12-11,Ryan Hall,Darrick Minner,2.45,1.606061,a,0.8,2.45,0.3918,1
537a5aa4c248830e,2021-12-11,Darrick Minner,Ryan Hall,2.45,1.606061,b,0.8182,1.6061,0.1955,1
6537a32e7af905b0,2021-12-11,Josh Emmett,Dan Ige,2.1,1.769231,a,0.7778,2.1,0.3016,1
6537a32e7af905b0,2021-12-11,Dan Ige,Josh Emmett,2.1,1.769231,b,0.7895,1.7692,0.2243,1
795aa42785a46643,2021-12-11,Kai Kara-France,Cody Garbrandt,2.25,1.689655,a,0.7143,2.25,0.2698,1
795aa42785a46643,2021-12-11,Cody Garbrandt,Kai Kara-France,2.25,1.689655,b,0.7333,1.6897,0.1415,1
8bcdcfb0f93f1409,2021-12-11,Randy Costa,Tony Kelley,2.7,1.5,a,0.5,2.7,0.1296,1
8bcdcfb0f93f1409,2021-12-11,Tony Kelley,Randy Costa,2.7,1.5,a,0.6,2.7,0.2296,1
8c01b7dccc4d0926,2021-12-11,Raulian Paiva,Sean O'Malley,3.4,1.327869,b,0.8571,1.3279,0.1041,1
8c01b7dccc4d0926,2021-12-11,Sean O'Malley,Raulian Paiva,3.4,1.327869,a,0.8667,3.4,0.5725,1
9039762cb9f4abdb,2021-12-11,Jordan Wright,Bruno Silva,1.322581,3.45,a,0.6667,1.3226,-0.0894,0
9039762cb9f4abdb,2021-12-11,Bruno Silva,Jordan Wright,1.322581,3.45,a,0.6923,1.3226,-0.0638,0
abb8c6c0a057184e,2021-12-11,Pedro Munhoz,Dominick Cruz,1.909091,1.909091,b,0.75,1.9091,0.2262,1
abb8c6c0a057184e,2021-12-11,Dominick Cruz,Pedro Munhoz,1.909091,1.909091,a,0.7647,1.9091,0.2409,1
b22eab3aa1522f40,2021-12-11,Charles Oliveira,Dustin Poirier,1.769231,2.1,b,0.8,2.1,0.3238,1
b22eab3aa1522f40,2021-12-11,Dustin Poirier,Charles Oliveira,1.769231,2.1,a,0.7843,1.7692,0.2191,1
fc2a30bfb760bdf8,2021-12-11,Miranda Maverick,Erin Blanchfield,2.3,1.666667,b,1.0,1.6667,0.4,1
fc2a30bfb760bdf8,2021-12-11,Erin Blanchfield,Miranda Maverick,2.3,1.666667,a,1.0,2.3,0.5652,1
2a5484a6d5e7a2da,2021-12-18,Cub Swanson,Darren Elkins,2.4,1.625,b,0.6667,1.625,0.0513,1
2a5484a6d5e7a2da,2021-12-18,Darren Elkins,Cub Swanson,2.4,1.625,a,0.6531,2.4,0.2364,1
2e200563dd7c4922,2021-12-18,Amanda Lemos,Angela Hill,1.344828,3.3,a,0.8,1.3448,0.0564,1
2e200563dd7c4922,2021-12-18,Angela Hill,Amanda Lemos,1.344828,3.3,b,0.8182,3.3,0.5152,1
4b7ec02b39fc6f70,2021-12-18,Derrick Lewis,Chris Daukaus,1.714286,2.2,b,1.0,2.2,0.5455,1
4b7ec02b39fc6f70,2021-12-18,Chris Daukaus,Derrick Lewis,1.714286,2.2,a,0.8889,1.7143,0.3056,1
730f14ccff80f3b0,2021-12-18,Diego Ferreira,Mateusz Gamrot,1.4,3.0,a,0.6667,1.4,-0.0476,0
730f14ccff80f3b0,2021-12-18,Mateusz Gamrot,Diego Ferreira,1.4,3.0,a,0.7143,1.4,0.0,0
85d9a516c3c6c205,2021-12-18,Raquel Pennington,Macy Chiasson,2.15,1.740741,b,0.8333,1.7407,0.2589,1
85d9a516c3c6c205,2021-12-18,Macy Chiasson,Raquel Pennington,2.15,1.740741,a,0.7692,2.15,0.3041,1
8b3b38167060b1d7,2021-12-18,Stephen Thompson,Belal Muhammad,1.425532,2.9,b,0.7692,2.9,0.4244,1
8b3b38167060b1d7,2021-12-18,Belal Muhammad,Stephen Thompson,1.425532,2.9,a,0.7778,1.4255,0.0763,1
a43dcd04788d95c7,2021-12-18,Raphael Assuncao,Ricky Simon,3.35,1.333333,b,0.75,1.3333,-0.0,0
a43dcd04788d95c7,2021-12-18,Ricky Simon,Raphael Assuncao,3.35,1.333333,a,0.7647,3.35,0.4662,1
a760d0f5de2e1aaa,2021-12-18,Don'Tale Mayes,Josh Parisian,1.606061,2.45,b,0.5,2.45,0.0918,1
a760d0f5de2e1aaa,2021-12-18,Josh Parisian,Don'Tale Mayes,1.606061,2.45,b,0.4286,2.45,0.0204,0
b4f88d65b47c2a39,2021-12-18,Charles Jourdain,Andre Ewell,2.9,1.425532,b,0.5,1.4255,-0.2015,0
b4f88d65b47c2a39,2021-12-18,Andre Ewell,Charles Jourdain,2.9,1.425532,a,0.4706,2.9,0.1258,1
bdaca0a96d44438a,2021-12-18,Dustin Stoltzfus,Gerald Meerschaert,1.425532,2.9,b,0.5714,2.9,0.2266,1
bdaca0a96d44438a,2021-12-18,Gerald Meerschaert,Dustin Stoltzfus,1.425532,2.9,a,0.5862,1.4255,-0.1153,0
dd552b389152636a,2021-12-18,Sijara Eubanks,Melissa Gatto,1.606061,2.45,b,1.0,2.45,0.5918,1
dd552b389152636a,2021-12-18,Melissa Gatto,Sijara Eubanks,1.606061,2.45,a,1.0,1.6061,0.3774,1
ea76a3af8c5ecc55,2021-12-18,Jordan Leavitt,Matt Sayles,2.2,1.714286,a,0.5,2.2,0.0455,1
ea76a3af8c5ecc55,2021-12-18,Matt Sayles,Jordan Leavitt,2.2,1.714286,b,0.6,1.7143,0.0167,0
fc0927c657c51622,2021-12-18,Justin Tafa,Harry Hunsucker,1.3125,3.5,a,0.25,1.3125,-0.5119,0
fc0927c657c51622,2021-12-18,Harry Hunsucker,Justin Tafa,1.3125,3.5,b,0.3333,3.5,0.0476,1
3738135e4c9d8273,2022-01-15,Court McGee,Ramiz Brahimaj,1.8,2.05,a,0.5,1.8,-0.0556,0
3738135e4c9d8273,2022-01-15,Ramiz Brahimaj,Court McGee,1.8,2.05,b,0.5135,2.05,0.0257,0
3a8c0158d910546d,2022-01-15,TJ Brown,Charles Rosa,2.8,1.454545,b,0.4545,1.4545,-0.233,0
3a8c0158d910546d,2022-01-15,Charles Rosa,TJ Brown,2.8,1.454545,a,0.4348,2.8,0.0776,1
3bcbb0e039f4f5d8,2022-01-15,Jake Collier,Chase Sherman,2.2,1.714286,a,0.4444,2.2,-0.0101,0
3bcbb0e039f4f5d8,2022-01-15,Chase Sherman,Jake Collier,2.2,1.714286,b,0.4737,1.7143,-0.1096,0
7c2a02b5ea169b54,2022-01-15,Brian Kelleher,Kevin Croom,3.9,1.263158,a,0.5833,3.9,0.3269,1
7c2a02b5ea169b54,2022-01-15,Kevin Croom,Brian Kelleher,3.9,1.263158,b,0.6,1.2632,-0.1917,0
8d89f3b8798f444d,2022-01-15,Brandon Royval,Rogerio Bontorin,2.35,1.645161,a,0.5,2.35,0.0745,1
8d89f3b8798f444d,2022-01-15,Rogerio Bontorin,Brandon Royval,2.35,1.645161,b,0.5556,1.6452,-0.0523,0
9dfcf675cf2c1575,2022-01-15,Calvin Kattar,Giga Chikadze,2.85,1.444444,b,1.0,1.4444,0.3077,1
9dfcf675cf2c1575,2022-01-15,Giga Chikadze,Calvin Kattar,2.85,1.444444,a,0.9333,2.85,0.5825,1
f9a4e625dffc30d4,2022-01-15,Katlyn Cerminara,Jennifer Maia,2.75,1.47619,a,0.6923,2.75,0.3287,1
f9a4e625dffc30d4,2022-01-15,Jennifer Maia,Katlyn Cerminara,2.75,1.47619,b,0.7037,1.4762,0.0263,0
4047c2e259529179,2022-01-22,Silvana Gomez Juarez,Vanessa Demopoulos,1.666667,2.25,a,0.5,1.6667,-0.1,0
4047c2e259529179,2022-01-22,Vanessa Demopoulos,Silvana Gomez Juarez,1.666667,2.25,a,0.3333,1.6667,-0.2667,0
80f65ee9b6f8d63b,2022-01-22,Cody Stamann,Said Nurmagomedov,1.555556,2.55,b,0.75,2.55,0.3578,1
80f65ee9b6f8d63b,2022-01-22,Said Nurmagomedov,Cody Stamann,1.555556,2.55,a,0.7778,1.5556,0.1349,1
cddd3d4febe097f8,2022-01-22,Brandon Moreno,Deiveson Figueiredo,1.512821,2.65,b,0.8182,2.65,0.4408,1
cddd3d4febe097f8,2022-01-22,Deiveson Figueiredo,Brandon Moreno,1.512821,2.65,a,0.8261,1.5128,0.1651,1
e786542667fdecf0,2022-01-22,Francis Ngannou,Ciryl Gane,1.625,2.35,b,1.0,2.35,0.5745,1
e786542667fdecf0,2022-01-22,Ciryl Gane,Francis Ngannou,1.625,2.35,a,0.9333,1.625,0.3179,1
0730c4e6fb247fa1,2022-02-05,Sam Alvey,Brendan Allen,1.25,4.0,b,0.7143,4.0,0.4643,1
0730c4e6fb247fa1,2022-02-05,Brendan Allen,Sam Alvey,1.25,4.0,a,0.7333,1.25,-0.0667,0
208c5dc52ccfd47a,2022-02-05,Julian Erosa,Steven Peterson,1.322581,3.45,b,0.5,3.45,0.2101,1
208c5dc52ccfd47a,2022-02-05,Steven Peterson,Julian Erosa,1.322581,3.45,b,0.4737,3.45,0.1838,1
4b67a1875390e7ad,2022-02-05,Jack Hermansson,Sean Strickland,3.0,1.4,b,0.7857,1.4,0.0714,1
4b67a1875390e7ad,2022-02-05,Sean Strickland,Jack Hermansson,3.0,1.4,a,0.7931,3.0,0.4598,1
6b4c2cc27855506a,2022-02-05,Shavkat Rakhmonov,Carlston Harris,1.357143,3.25,a,1.0,1.3571,0.2632,1
6b4c2cc27855506a,2022-02-05,Carlston Harris,Shavkat Rakhmonov,1.357143,3.25,b,1.0,3.25,0.6923,1
ace166f26c2ac2e8,2022-02-05,Punahele Soriano,Nick Maximov,2.6,1.526316,b,1.0,1.5263,0.3448,1
ace166f26c2ac2e8,2022-02-05,Nick Maximov,Punahele Soriano,2.6,1.526316,a,1.0,2.6,0.6154,1
18a1617ee7356352,2022-02-12,Jared Cannonier,Derek Brunson,1.625,2.4,b,0.7368,2.4,0.3202,1
18a1617ee7356352,2022-02-12,Derek Brunson,Jared Cannonier,1.625,2.4,a,0.7179,1.625,0.1026,1
19e742ccaa09cf08,2022-02-12,Mana Martinez,Ronnie Lawrence,3.6,1.298507,a,1.0,3.6,0.7222,1
19e742ccaa09cf08,2022-02-12,Ronnie Lawrence,Mana Martinez,3.6,1.298507,a,1.0,3.6,0.7222,1
238832b58a66ae07,2022-02-12,Alexander Hernandez,Renato Moicano,2.3,1.666667,b,0.6364,1.6667,0.0364,1
238832b58a66ae07,2022-02-12,Renato Moicano,Alexander Hernandez,2.3,1.666667,a,0.6522,2.3,0.2174,1
3bebd99d5f94bec7,2022-02-12,Carlos Ulberg,Fabio Cherant,3.15,1.377358,a,0.5,3.15,0.1825,1
3bebd99d5f94bec7,2022-02-12,Fabio Cherant,Carlos Ulberg,3.15,1.377358,b,0.3333,1.3774,-0.3927,0
6708f3a32861038a,2022-02-12,William Knight,Maxim Grishin,2.4,1.625,a,0.75,2.4,0.3333,1
6708f3a32861038a,2022-02-12,Maxim Grishin,William Knight,2.4,1.625,b,0.6667,1.625,0.0513,1
81c22cfa22002ea4,2022-02-12,Andrei Arlovski,Jared Vanderaa,1.625,1.689655,a,0.6061,1.625,-0.0093,0
81c22cfa22002ea4,2022-02-12,Jared Vanderaa,Andrei Arlovski,1.625,1.689655,b,0.6119,1.6897,0.0201,0
821bef3a3394dd96,2022-02-12,Douglas Silva de Andrade,Sergey Morozov,1.47619,2.75,a,0.5556,1.4762,-0.1219,0
821bef3a3394dd96,2022-02-12,Sergey Morozov,Douglas Silva de Andrade,1.47619,2.75,b,0.5789,2.75,0.2153,1
a0ba726da4a50458,2022-02-12,Kyler Phillips,Marcelo Rojo,4.3,1.229885,a,0.75,4.3,0.5174,1
a0ba726da4a50458,2022-02-12,Marcelo Rojo,Kyler Phillips,4.3,1.229885,b,0.7778,1.2299,-0.0353,0
b1e048825b5bbe1c,2022-02-12,Roxanne Modafferi,Casey O'Neill,1.285714,3.7,b,1.0,3.7,0.7297,1
b1e048825b5bbe1c,2022-02-12,Casey O'Neill,Roxanne Modafferi,1.285714,3.7,a,1.0,1.2857,0.2222,1
bb42336d6417914c,2022-02-12,Derrick Lewis,Tai Tuivasa,2.45,1.606061,a,0.7391,2.45,0.331,1
bb42336d6417914c,2022-02-12,Tai Tuivasa,Derrick Lewis,2.45,1.606061,b,0.7234,1.6061,0.1008,1
ca8f73d038c4d6e7,2022-02-12,Israel Adesanya,Robert Whittaker,1.322581,3.45,a,0.9091,1.3226,0.153,1
ca8f73d038c4d6e7,2022-02-12,Robert Whittaker,Israel Adesanya,1.322581,3.45,b,0.913,3.45,0.6232,1
04e2d50c24a88dbd,2022-02-19,Joaquin Buckley,Abdul Razak Alhassan,1.645161,2.35,a,0.6,1.6452,-0.0078,0
04e2d50c24a88dbd,2022-02-19,Abdul Razak Alhassan,Joaquin Buckley,1.645161,2.35,b,0.6364,2.35,0.2108,1
25da52bc590ef664,2022-02-19,Gabriel Benitez,David Onama,2.65,1.512821,a,0.5455,2.65,0.1681,1
25da52bc590ef664,2022-02-19,David Onama,Gabriel Benitez,2.65,1.512821,b,0.5217,1.5128,-0.1393,0
2d8db91f91f68069,2022-02-19,Chas Skelly,Mark Striegl,1.47619,2.75,a,0.7,1.4762,0.0226,0
2d8db91f91f68069,2022-02-19,Mark Striegl,Chas Skelly,1.47619,2.75,b,0.7143,2.75,0.3506,1
33cc40fc1da409d3,2022-02-19,Diana Belbita,Gloria de Paula,2.05,1.8,a,0.3333,2.05,-0.1545,0
33cc40fc1da409d3,2022-02-19,Gloria de Paula,Diana Belbita,2.05,1.8,b,0.2857,1.8,-0.2698,0
93026443e5140415,2022-02-19,Parker Porter,Alan Baudot,1.357143,3.25,a,0.6667,1.3571,-0.0702,0
93026443e5140415,2022-02-19,Alan Baudot,Parker Porter,1.357143,3.25,b,0.7143,3.25,0.4066,1
99fd8396cbe1df03,2022-02-19,Kyle Daukaus,Jamie Pickett,3.6,1.298507,b,0.5,1.2985,-0.2701,0
99fd8396cbe1df03,2022-02-19,Jamie Pickett,Kyle Daukaus,3.6,1.298507,a,0.4444,3.6,0.1667,1
e36a5d4d53b97d4e,2022-02-19,Jessica-Rose Clark,Stephanie Egger,2.45,1.606061,a,0.6667,2.45,0.2585,1
e36a5d4d53b97d4e,2022-02-19,Stephanie Egger,Jessica-Rose Clark,2.45,1.606061,b,0.6154,1.6061,-0.0073,0
f7865e5a6d009a87,2022-02-19,Johnny Walker,Jamahal Hill,1.444444,2.85,b,0.75,2.85,0.3991,1
f7865e5a6d009a87,2022-02-19,Jamahal Hill,Johnny Walker,1.444444,2.85,a,0.7778,1.4444,0.0855,1
01468f766dd7385c,2022-02-26,Misha Cirkunov,Wellington Turman,2.3,1.666667,a,0.5455,2.3,0.1107,1
01468f766dd7385c,2022-02-26,Wellington Turman,Misha Cirkunov,2.3,1.666667,b,0.5217,1.6667,-0.0783,0
8515f07911765f89,2022-02-26,Arman Tsarukyan,Joel Alvarez,3.15,1.377358,a,0.8,3.15,0.4825,1
8515f07911765f89,2022-02-26,Joel Alvarez,Arman Tsarukyan,3.15,1.377358,b,0.8182,1.3774,0.0922,1
901e62b7af57f559,2022-02-26,Alejandro Perez,Jonathan Martinez,3.45,1.322581,a,0.7273,3.45,0.4374,1
901e62b7af57f559,2022-02-26,Jonathan Martinez,Alejandro Perez,3.45,1.322581,b,0.6957,1.3226,-0.0604,0
c4eb14c3de579842,2022-02-26,Ji Yeon Kim,Priscila Cachoeira,1.555556,2.55,a,0.4286,1.5556,-0.2143,0
c4eb14c3de579842,2022-02-26,Priscila Cachoeira,Ji Yeon Kim,1.555556,2.55,b,0.4,2.55,0.0078,0
c5d5fcf290cc029e,2022-02-26,Ramiz Brahimaj,Micheal Gillmore,1.235294,4.2,a,0.3333,1.2353,-0.4762,0
c5d5fcf290cc029e,2022-02-26,Micheal Gillmore,Ramiz Brahimaj,1.235294,4.2,b,0.4286,4.2,0.1905,1
cb1f27818d46af0e,2022-02-26,Terrance McKinney,Fares Ziam,1.869565,1.952381,a,1.0,1.8696,0.4651,1
cb1f27818d46af0e,2022-02-26,Fares Ziam,Terrance McKinney,1.869565,1.952381,b,1.0,1.9524,0.4878,1
36d9337a27b71ba9,2022-03-05,Devonte Smith,Ludovit Klein,1.689655,2.25,a,0.6,1.6897,0.0082,0
36d9337a27b71ba9,2022-03-05,Ludovit Klein,Devonte Smith,1.689655,2.25,b,0.5455,2.25,0.101,1
43b43c5d439b2f98,2022-03-05,Kevin Holland,Alex Oliveira,1.229885,4.3,a,0.6667,1.2299,-0.1464,0
43b43c5d439b2f98,2022-03-05,Alex Oliveira,Kevin Holland,1.229885,4.3,b,0.68,4.3,0.4474,1
59d44b6888885500,2022-03-05,Brian Kelleher,Umar Nurmagomedov,1.1,7.5,b,1.0,7.5,0.8667,1
59d44b6888885500,2022-03-05,Umar Nurmagomedov,Brian Kelleher,1.1,7.5,a,1.0,1.1,0.0909,1
838bb84a5a976a9c,2022-03-05,Rafael Dos Anjos,Renato Moicano,1.526316,2.6,b,0.6667,2.6,0.2821,1
838bb84a5a976a9c,2022-03-05,Renato Moicano,Rafael Dos Anjos,1.526316,2.6,a,0.64,1.5263,-0.0152,0
9321b3c90ea5ca6c,2022-03-05,Marina Rodriguez,Yan Xiaonan,3.4,1.327869,b,0.8571,1.3279,0.1041,1
9321b3c90ea5ca6c,2022-03-05,Yan Xiaonan,Marina Rodriguez,3.4,1.327869,b,0.8462,1.3279,0.0931,1
abd45edc07a8d9e3,2022-03-05,Edson Barboza,Bryce Mitchell,2.5,1.588235,b,1.0,1.5882,0.3704,1
abd45edc07a8d9e3,2022-03-05,Bryce Mitchell,Edson Barboza,2.5,1.588235,a,1.0,2.5,0.6,1
c420c376cc1d149c,2022-03-05,Tim Elliott,Tagir Ulanbekov,2.9,1.425532,b,1.0,1.4255,0.2985,1
c420c376cc1d149c,2022-03-05,Tagir Ulanbekov,Tim Elliott,2.9,1.425532,a,0.8,2.9,0.4552,1
c6fc43c351b08bda,2022-03-05,Maryna Moroz,Mariya Agapova,1.606061,2.45,b,0.6667,2.45,0.2585,1
c6fc43c351b08bda,2022-03-05,Mariya Agapova,Maryna Moroz,1.606061,2.45,b,0.6471,2.45,0.2389,1
cda06ff86cfe4f5f,2022-03-05,Serghei Spivac,Greg Hardy,2.55,1.555556,a,0.5714,2.55,0.1793,1
cda06ff86cfe4f5f,2022-03-05,Greg Hardy,Serghei Spivac,2.55,1.555556,b,0.6,1.5556,-0.0429,0
d03d0abf331df751,2022-03-05,Colby Covington,Jorge Masvidal,3.45,1.322581,a,0.7857,3.45,0.4959,1
d03d0abf331df751,2022-03-05,Jorge Masvidal,Colby Covington,3.45,1.322581,b,0.7931,1.3226,0.037,1
d5323490163dde0e,2022-03-05,Dustin Jacoby,Michal Oleksiejczuk,2.65,1.512821,a,0.6667,2.65,0.2893,1
d5323490163dde0e,2022-03-05,Michal Oleksiejczuk,Dustin Jacoby,2.65,1.512821,b,0.6923,1.5128,0.0313,1
ee278a5a25744cac,2022-03-05,Nicolae Negumereanu,Kennedy Nzechukwu,1.740741,2.15,a,0.6667,1.7407,0.0922,1
ee278a5a25744cac,2022-03-05,Kennedy Nzechukwu,Nicolae Negumereanu,1.740741,2.15,b,0.7143,2.15,0.2492,1
fce6ab43b7d09aa4,2022-03-05,Jalin Turner,Jamie Mullarkey,1.625,2.4,a,0.6667,1.625,0.0513,1
fce6ab43b7d09aa4,2022-03-05,Jamie Mullarkey,Jalin Turner,1.625,2.4,b,0.6923,2.4,0.2756,1
226884e46a10865d,2022-03-12,Alex Pereira,Bruno Silva,2.8,1.454545,a,1.0,2.8,0.6429,1
226884e46a10865d,2022-03-12,Bruno Silva,Alex Pereira,2.8,1.454545,b,1.0,1.4545,0.3125,1
23eec2d9cb2d78cd,2022-03-12,Khalil Rountree Jr.,Karl Roberson,1.689655,2.25,a,0.5,1.6897,-0.0918,0
23eec2d9cb2d78cd,2022-03-12,Karl Roberson,Khalil Rountree Jr.,1.689655,2.25,b,0.5238,2.25,0.0794,1
26fbee4ed13ff35d,2022-03-12,JJ Aldrich,Gillian Robertson,1.833333,2.0,a,0.6667,1.8333,0.1212,1
26fbee4ed13ff35d,2022-03-12,Gillian Robertson,JJ Aldrich,1.833333,2.0,b,0.6842,2.0,0.1842,1
463fac0e48505b62,2022-03-12,Drew Dober,Terrance McKinney,1.645161,2.35,b,1.0,2.35,0.5745,1
463fac0e48505b62,2022-03-12,Terrance McKinney,Drew Dober,1.645161,2.35,a,0.8,1.6452,0.1922,1
5cad3ab6553e9ec9,2022-03-12,Damon Jackson,Kamuela Kirk,1.769231,2.1,b,1.0,2.1,0.5238,1
5cad3ab6553e9ec9,2022-03-12,Kamuela Kirk,Damon Jackson,1.769231,2.1,a,0.6667,1.7692,0.1014,1
70b8d357e89383bd,2022-03-12,Sodiq Yusuff,Alex Caceres,3.3,1.344828,a,0.8,3.3,0.497,1
70b8d357e89383bd,2022-03-12,Alex Caceres,Sodiq Yusuff,3.3,1.344828,b,0.8182,1.3448,0.0746,1
8aa16cc1ba99aac1,2022-03-12,Thiago Santos,Magomed Ankalaev,1.15873,5.5,b,0.875,5.5,0.6932,1
8aa16cc1ba99aac1,2022-03-12,Magomed Ankalaev,Thiago Santos,1.15873,5.5,a,0.8824,1.1587,0.0193,0
9cb78122a23e6a7d,2022-03-12,Dalcha Lungiambula,Cody Brundage,1.689655,2.25,a,0.5,1.6897,-0.0918,0
9cb78122a23e6a7d,2022-03-12,Cody Brundage,Dalcha Lungiambula,1.689655,2.25,b,0.4444,2.25,0.0,0
b400c29fbeee0206,2022-03-12,Kris Moutinho,Guido Cannetti,1.625,2.4,b,0.2857,2.4,-0.131,0
b400c29fbeee0206,2022-03-12,Guido Cannetti,Kris Moutinho,1.625,2.4,a,0.3333,1.625,-0.2821,0
b55de7d791b9f62d,2022-03-12,Sabina Mazo,Miranda Maverick,3.8,1.273973,a,0.5,3.8,0.2368,1
b55de7d791b9f62d,2022-03-12,Miranda Maverick,Sabina Mazo,3.8,1.273973,a,0.5556,3.8,0.2924,1
06641a8c62e45661,2022-03-19,Alexander Volkov,Tom Aspinall,2.15,1.740741,b,1.0,1.7407,0.4255,1
06641a8c62e45661,2022-03-19,Tom Aspinall,Alexander Volkov,2.15,1.740741,a,1.0,2.15,0.5349,1
53d0df57a917c6a0,2022-03-19,Jack Shore,Timur Valiev,2.1,1.769231,a,1.0,2.1,0.5238,1
53d0df57a917c6a0,2022-03-19,Timur Valiev,Jack Shore,2.1,1.769231,b,1.0,1.7692,0.4348,1
5a878a6bebc973d7,2022-03-19,Molly McCann,Luana Carolina,1.714286,2.2,b,0.75,2.2,0.2955,1
5a878a6bebc973d7,2022-03-19,Luana Carolina,Molly McCann,1.714286,2.2,a,0.6667,1.7143,0.0833,1
5e378c52f26935d6,2022-03-19,Cory McKenna,Elise Reed,1.333333,3.35,a,1.0,1.3333,0.25,1
5e378c52f26935d6,2022-03-19,Elise Reed,Cory McKenna,1.333333,3.35,b,0.6667,3.35,0.3682,1
6e705b2365bc03fa,2022-03-19,Mike Grundy,Makwan Amirkhani,1.416667,2.95,b,0.5455,2.95,0.2065,1
6e705b2365bc03fa,2022-03-19,Makwan Amirkhani,Mike Grundy,1.416667,2.95,a,0.5652,1.4167,-0.1407,0
766b4f5e77ab0860,2022-03-19,Nikita Krylov,Paul Craig,1.5,2.7,b,0.6364,2.7,0.266,1
766b4f5e77ab0860,2022-03-19,Paul Craig,Nikita Krylov,1.5,2.7,a,0.6522,1.5,-0.0145,0
a200b5dcbdd2506e,2022-03-19,Jai Herbert,Ilia Topuria,5.35,1.166667,b,1.0,1.1667,0.1429,1
a200b5dcbdd2506e,2022-03-19,Ilia Topuria,Jai Herbert,5.35,1.166667,a,1.0,5.35,0.8131,1
ae989e21c3839b49,2022-03-19,Shamil Abdurakhimov,Sergei Pavlovich,3.7,1.285714,b,0.6667,1.2857,-0.1111,0
ae989e21c3839b49,2022-03-19,Sergei Pavlovich,Shamil Abdurakhimov,3.7,1.285714,a,0.7143,3.7,0.444,1
bcd1e1d71a172d53,2022-03-19,Gunnar Nelson,Takashi Sato,4.85,1.190476,a,0.6154,4.85,0.4092,1
bcd1e1d71a172d53,2022-03-19,Takashi Sato,Gunnar Nelson,4.85,1.190476,b,0.6296,1.1905,-0.2104,0
ce3d94186567a684,2022-03-19,Arnold Allen,Dan Hooker,1.909091,1.909091,a,1.0,1.9091,0.4762,1
ce3d94186567a684,2022-03-19,Dan Hooker,Arnold Allen,1.909091,1.909091,b,1.0,1.9091,0.4762,1
1b650c76387c0f4b,2022-03-26,Joanne Wood,Alexa Grasso,3.4,1.327869,b,0.625,1.3279,-0.1281,0
